social_network,outbound_post,status,account,account_type,author_name,campaign_name,permalink,scheduledtime,publishedtime,tags,published_date,day_of_week,time_of_day,events_outbound_message,media_format_outbound_message,related_product_outbound_message,msft_learn_product_program_outbound_message,c_641deea526668532c520df4c,msft_learn_content_owner_outbound_message,msft_learn_primary_audience_outbound_message,primary_objective_outbound_message,media_type,permalink_1,account_1,msft_learn_approvers_outbound_message,gdc_impressions_sum,gdc_total_engagements_sum,post_likes_and_reactions_sum,post_comments_sum,post_shares_sum,estimated_clicks_sum,gdc_total_engagement_views_sum,count_of_positive_comments_sum,count_of_neutral_comments_sum,count_of_negative_comments_sum,followers_at_post_time_sum,instagram_business_post_impressions_sum,x_poll_votes_sum,stories_alcance,stories_visitas_perfil,stories_navegacao,stories_seguimentos
Instagram,"As we wrap up this week of customer voices, we celebrate every organization building for tomorrow. Icertis is leading the way with unified, future-focused learning. We love our customers—and we love helping them skill their teams for what’s next!",SENT,microsoftlearn,INSTAGRAM,Emma Casey,MSFT Learn | AON (Universal),https://www.instagram.com/p/DR5NLm8ks5-/,2025-12-05 17:00:00,2025-12-05 17:00:06,,12-05-2025 17:00,Friday,17:00,, , ,AI Skills Navigator (AISN), ,MSFT Learn | Microsoft created,General,,Photo,https://www.instagram.com/p/DR5NLm8ks5-/,microsoftlearn,,27447,40,34,2,2,0,40,0,2,0,94868,0,,,,,
LinkedIn,"AI readiness takes more than tools. It takes verified skills.
Learn how EPAM is using Microsoft Certifications and Applied Skills to accelerate onboarding, boost delivery, and scale AI impact.

Read the blog: https://techcommunity.microsoft.com/blog/skills-hub-blog/epam-is-fast-tracking-ai-readiness-with-microsoft-credentials/4470718?wt.mc_id=credentials_general_organicsocial_wwl_linkedin
",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | OBO (Universal),https://www.linkedin.com/feed/update/urn:li:share:7428271772677931008,2026-02-13 22:00:00,2026-02-13 22:00:01,,02-13-2026 22:00,Friday,22:00,, , ,Blog, ,MSFT Learn | Microsoft created,Biz User,,Link,https://www.linkedin.com/feed/update/urn:li:share:7428271772677931008,Microsoft Learn,Credentials Approver Group,27491,396,41,1,1,236,396,1,0,0,1070446,0,,,,,
Instagram,"Did you know US students can now get Microsoft 365 with Copilot at no cost? 
👉 Tap the link in bio to learn how to claim it.",SENT,microsoftlearn,INSTAGRAM,Emma Casey,Social: Broadcast (21),https://www.instagram.com/p/DPjykLRDKvQ/,2025-10-08 15:00:43,2025-10-08 15:01:02,,10-08-2025 15:01,Wednesday,15:00,, , ,Copilot, ,MSFT Learn | Agency (Dojo) created,NextGen,,Photo,https://www.instagram.com/p/DPjykLRDKvQ/,microsoftlearn,,27541,601,378,5,40,0,601,2,3,0,70962,0,,,,,
LinkedIn,Time for a prompt glow-up. 🌟,SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | AON (Universal),https://www.linkedin.com/feed/update/urn:li:ugcPost:7443341114272624640,2026-03-27 13:00:00,2026-03-27 13:00:12,,03-27-2026 13:00,Friday,13:00,, , ,Not aligned to a product, ,MSFT Learn | Microsoft created,Biz User,,Document,https://www.linkedin.com/feed/update/urn:li:ugcPost:7443341114272624640,Microsoft Learn,,28619,17992,361,12,58,0,17992,6,6,0,1111428,0,,,,,
LinkedIn,"Your skills. Microsoft-verified. 🧠 Pass a #MicrosoftAppliedSkills assessment, then enter for a chance to save 50% on #MicrosoftCertification: aka.ms/CredentialsCertOffer Show what you can do with GitHub Copilot, Azure AI, and more. 
15,000 vouchers | 50% off certs | Terms apply",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,Social: Broadcast (21),https://www.linkedin.com/feed/update/urn:li:share:7381448238878380032,2025-10-07 18:00:00,2025-10-07 18:00:01,,10-07-2025 18:00,Tuesday,18:00,, , ,Microsoft Applied Skills, ,MSFT Learn | Microsoft created,General,,Photo,https://www.linkedin.com/feed/update/urn:li:share:7381448238878380032,Microsoft Learn,Puja Aneja Approver Group,28702,1469,482,7,51,594,1239,2,1,0,965654,0,,,,,
LinkedIn,"What if AI could help you detect which coworker might be stressing you out? 
In this experiment, Scott Hanselman uses Copilot to compare blood glucose readings with his meeting calendar to explore possible patterns between work, timing, and physiological response.

What it uncovered is worth seeing for yourself: 
https://youtu.be/q8wGUe3L3hs?si=n8RGcT37oWgvE6tM",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | AON (Universal),https://www.linkedin.com/feed/update/urn:li:share:7429223038929510400,2026-02-16 13:00:00,2026-02-16 13:00:01,,02-16-2026 13:00,Monday,13:00,, , ,Copilot, ,MSFT Learn | Microsoft created,Biz User,,Link,https://www.linkedin.com/feed/update/urn:li:share:7429223038929510400,Microsoft Learn,,30319,406,82,6,2,173,406,1,3,2,1072132,0,,,,,
LinkedIn,"As this year closes, now is the perfect time to sharpen your expertise and prepare for what’s ahead next year.",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | OBO (Universal),https://www.linkedin.com/feed/update/urn:li:ugcPost:7408597178530775040,2025-12-21 15:00:00,2025-12-21 15:00:12,,12-21-2025 15:00,Sunday,15:00,, , ,Microsoft Certifications, ,MSFT Learn | Microsoft created,Biz User,,Document,https://www.linkedin.com/feed/update/urn:li:ugcPost:7408597178530775040,Microsoft Learn,,30433,14953,242,10,23,0,14953,5,5,0,1027764,0,,,,,
Instagram,"Learning how to configure, secure and govern Copilot agents helps professionals identify risks and protect files with smarter prompts. 
📚 Lock in those skills with Exam AB-900 at the link in bio.

Note: The certification is currently in beta. If you pass the exam, you’ll receive it once it reaches general availability in late January. ",SENT,microsoftlearn,INSTAGRAM,Emma Casey,MSFT Learn | OBO (Universal),https://www.instagram.com/p/DSdE2e0Evdq/,2025-12-19 13:00:22,2025-12-19 13:00:22,,12-19-2025 13:00,Friday,13:00,, , ,Microsoft Certifications, ,MSFT Learn | Microsoft created,IT Pro,,Carousel,https://www.instagram.com/p/DSdE2e0Evdq/,microsoftlearn,,31292,103,85,4,4,0,103,0,3,1,105877,0,,,,,
X,"Agentic AI is here, and we want to empower you to embrace this new tech for your firm.

Microsoft AI Power Days is a three‑day immersive event where you’ll explore agentic AI models, secure cloud solutions, and practical strategies to keep your business on the frontier of technology.

Join us February 17–19. Register for free: https://aka.ms/AIPowerDays2026",SENT,Microsoft Learn,TWITTER,Marlon Zanatti,MSFT Learn | OBO (Universal),https://twitter.com/MicrosoftLearn/status/2021388705135538429,2026-02-10 20:00:00,2026-02-10 19:59:57,,02-10-2026 19:59,Tuesday,19:00,, , ,Other, ,MSFT Learn | Microsoft created,General,,Link,https://twitter.com/MicrosoftLearn/status/2021388705135538429,Microsoft Learn,,31373,1382,347,11,41,1183,1382,7,1,3,479375,0,,,,,
Threads,Go for the gold and get a certification before the end of the month 🏅,SENT,microsoftlearn,THREADS,Emma Casey,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DUeCUIgjxi2,2026-02-07 15:00:00,2026-02-07 15:00:21,,02-07-2026 15:00,Saturday,15:00,, , ,Microsoft Certifications, ,MSFT Learn | Agency (Dojo) created,General,,Text,https://www.threads.com/@microsoftlearn/post/DUeCUIgjxi2,microsoftlearn,,31886,100,81,16,3,0,100,3,11,2,12817,0,,,,,
LinkedIn,"Heading to #MSIgnite? We want your feedback!
Take part in a 30-minute onsite research session to share your thoughts on new skilling features and content and earn a $100 e-gift card. 

Apply today and we’ll be in contact if you’re a fit → https://lnkd.in/eWkBTmNs",SENT,Microsoft Learn,LINKEDIN_COMPANY,SprinklrSystem ,MSFT Learn | Ignite (Universal),https://www.linkedin.com/feed/update/urn:li:share:7394766063533711360,2025-11-13 21:00:01,2025-11-13 21:00:01,,11-13-2025 21:00,Thursday,21:00,, , ,Microsoft Applied Skills, ,MSFT Learn | Microsoft created,General,,Photo,https://www.linkedin.com/feed/update/urn:li:share:7394766063533711360,Microsoft Learn,,32064,1295,168,4,25,0,1295,0,3,1,998372,0,,,,,
LinkedIn,"Empower your organization to adopt AI confidently.
In Microsoft 365 admin centers, Copilot agents can be configured, secured, and governed to keep sensitive information under control.

This certification validates professionals who can configure, secure, and govern Microsoft 365 Copilot agents. It ensures teams have the foundational skills to maintain productivity, compliance, and security while driving AI-powered transformation. 

Prove you're ready for AI-enabled collaboration with Copilot & Agent Administrative Fundamentals: https://learn.microsoft.com/en-us/credentials/certifications/copilot-and-agent-administration-fundamentals/?practice-assessment-type=certification

Disclaimer: The certification is currently in beta. If you pass the exam, you'll receive it once it reaches general availability in late January.",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | OBO (Universal),https://www.linkedin.com/feed/update/urn:li:share:7407842154837934081,2025-12-19 13:00:00,2025-12-19 13:00:01,,12-19-2025 13:00,Friday,13:00,, , ,Microsoft Certifications, ,MSFT Learn | Microsoft created,IT Pro,,Link,https://www.linkedin.com/feed/update/urn:li:share:7407842154837934081,Microsoft Learn,,32110,505,67,4,4,277,505,1,3,0,1026393,0,,,,,
LinkedIn,"Make the leap from learning to leading with Microsoft Applied Skills in AI and security.
Take the next step in your career → https://learn.microsoft.com/en-us/credentials/applied-skills/
 ",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | OBO (Universal),https://www.linkedin.com/feed/update/urn:li:share:7398850594322407424,2025-11-24 17:30:34,2025-11-24 17:30:46,,11-24-2025 17:30,Monday,17:00,, , ,Microsoft Applied Skills, ,MSFT Learn | Microsoft created,General,,Photo,https://www.linkedin.com/feed/update/urn:li:share:7398850594322407424,Microsoft Learn,Credentials Approver Group,32186,1619,338,9,60,806,1619,2,6,1,1008800,0,,,,,
Instagram,"Getting your first job shouldn’t feel impossible 🤝

Join our IG Live on December 17 and learn how AI can help you stand out in every step of the process, from your resume to your interview prep. 

See you there!",SENT,microsoftlearn,INSTAGRAM,Emma Casey,MSFT Learn | Next Gen (Universal),https://www.instagram.com/p/DR5T6wGCiQD/,2025-12-05 15:39:21,2025-12-05 15:39:21,,12-05-2025 15:39,Friday,15:00,, , ,Copilot, ,MSFT Learn | Microsoft created,NextGen,,Photo,https://www.instagram.com/p/DR5T6wGCiQD/,microsoftlearn,,32602,151,89,19,23,0,151,3,14,2,94868,0,,,,,
Instagram,Give yourself the gift of growth and start building new skills! 🎁,SENT,microsoftlearn,INSTAGRAM,Emma Casey,MSFT Learn | OBO (Universal),https://www.instagram.com/p/DSdSlmCAXm2/,2025-12-19 15:00:15,2025-12-19 15:00:15,,12-19-2025 15:00,Friday,15:00,, , ,Microsoft Certifications, ,MSFT Learn | Microsoft created,Biz User,,Carousel,https://www.instagram.com/p/DSdSlmCAXm2/,microsoftlearn,,32710,145,113,2,9,0,145,0,1,1,105877,0,,,,,
X,"If you’re serious about AI skills, don’t just watch from the sidelines.

The Microsoft Credentials AI Challenge gives you a guided path to build AI agents and earn credentials that stand out on your profile and résumé.

Jump in now: https://t.co/iWopp4kjd3 https://t.co/nM9sStNjqc",SENT,Microsoft Learn,TWITTER,SprinklrSystem ,MSFT Learn | OBO (Universal),https://twitter.com/MicrosoftLearn/status/2013815998206386474,2026-01-20 22:28:43,2026-01-20 22:28:43,,01-20-2026 22:28,Tuesday,22:00,, , ,AI Skills Challenge, ,MSFT Learn | Microsoft created,General,,Photo,https://twitter.com/MicrosoftLearn/status/2013815998206386474,Microsoft Learn,,33216,646,510,19,110,0,646,3,14,2,477890,0,,,,,
LinkedIn,"💪 Ready to show what you’ve learned and maybe level up for less? Pass a #MicrosoftAppliedSkills assessment and enter for a chance at 50% off a #MicrosoftCertification. Take your shot: aka.ms/CredentialsCertOffer 
15,000 vouchers available | Winners selected at random | Terms apply ",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,Social: Broadcast (21),https://www.linkedin.com/feed/update/urn:li:share:7380723463084429313,2025-10-05 18:00:00,2025-10-05 18:00:01,,10-05-2025 18:00,Sunday,18:00,, , ,Microsoft Applied Skills, ,MSFT Learn | Microsoft created,General,,Photo,https://www.linkedin.com/feed/update/urn:li:share:7380723463084429313,Microsoft Learn,,33322,1456,228,4,38,948,1456,4,0,0,964217,0,,,,,
LinkedIn,"Upgrade your dev workflow in just under an hour. Learn the ADO to GitHub migration essentials:
• Set up a mock ADO project
• Migrate repos with GitHub’s official tools
• Use the ado2gh CLI
• Integrate with Boards & Pipelines
Start building today → https://github.com/skills/migrate-ado-repository

 ",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | OBO (Universal),https://www.linkedin.com/feed/update/urn:li:share:7421929986300735488,2026-01-27 10:00:00,2026-01-27 10:00:01,,01-27-2026 10:00,Tuesday,10:00,, , ,Microsoft Applied Skills, ,MSFT Learn | Microsoft created,Developer,,Photo,https://www.linkedin.com/feed/update/urn:li:share:7421929986300735488,Microsoft Learn,AON Approver Group,33328,1529,395,6,66,1101,1529,2,3,1,1054572,0,,,,,
LinkedIn,"AI is moving fast, and figuring out where to start shouldn’t feel complicated.

AI Skills Day breaks it down into practical, usable steps you can take back to your work.

Register now: http://aka.ms/AISkillsDay-2026",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | OBO (Universal),https://www.linkedin.com/feed/update/urn:li:share:7445168104202031104,2026-04-01 14:00:00,2026-04-01 14:00:01,,04-01-2026 14:00,Wednesday,14:00,, , ,Other, ,MSFT Learn | Microsoft created,Biz User,,Photo,https://www.linkedin.com/feed/update/urn:li:share:7445168104202031104,Microsoft Learn,Channel Partners Approver Group,34538,3865,493,5,119,2497,3865,3,2,0,1116405,0,,,,,
LinkedIn,"The AI Dev Days Hackathon is live now through March 15! Join the global digital event and build: 
• AI agents and intelligent apps 
• Agentic DevOps workflows 
• Real‑world solutions using Microsoft’s latest AI tech

As you build, you’ll also gain access to resources designed to help you level up:
• Interactive labs and curated technical content 
• On‑demand AI Dev Days sessions 
• Learning resources and certification pathways 
• A chance to showcase your work and win $80,000+

Be part of a global community of learners and builders: https://developer.microsoft.com/en-us/reactor/events/26647/?wt.mc_id=certifications_linkedin_organicsocial_wwl",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | OBO (Universal),https://www.linkedin.com/feed/update/urn:li:share:7428211370820722688,2026-02-13 18:00:00,2026-02-13 18:00:00,,02-13-2026 18:00,Friday,18:00,, , ,Other, ,MSFT Learn | Microsoft created,Developer,,Link,https://www.linkedin.com/feed/update/urn:li:share:7428211370820722688,Microsoft Learn,Credentials Approver Group,34681,776,74,1,10,548,776,1,0,0,1069703,0,,,,,
X,"Cybersecurity, explained simply:
• Firewall = blocks obvious threats
• MFA = adds a second lock to your account
• Encryption = scrambles your data so only the right people can read it",SENT,Microsoft Learn,TWITTER,Emma Casey,MSFT Learn | AON (Universal),https://twitter.com/MicrosoftLearn/status/2040429180479824116,2026-04-04 10:00:00,2026-04-04 10:00:00,,04-04-2026 10:00,Saturday,10:00,, , ,Not aligned to a product, ,MSFT Learn | Agency (Dojo) created,IT Pro,,Text,https://twitter.com/MicrosoftLearn/status/2040429180479824116,Microsoft Learn,,34915,1186,1006,26,143,0,1186,9,16,1,484444,0,,,,,
LinkedIn,"What’s it like to be at Microsoft Ignite? We’ve got you covered. 
Here’s a look at the experience across the Skills Showcase and Skills Playground with AI Skills Navigator, where attendees build skills, network and prepare for certifications.",SENT,Microsoft Learn,LINKEDIN_COMPANY,SprinklrSystem ,MSFT Learn | Ignite (Universal),https://www.linkedin.com/feed/update/urn:li:ugcPost:7397100748003713024,2025-11-19 21:37:37,2025-11-19 21:37:37,,11-19-2025 21:37,Wednesday,21:00,, , ,, ,,,,Video,https://www.linkedin.com/feed/update/urn:li:ugcPost:7397100748003713024,Microsoft Learn,,34948,1024,219,7,19,0,15199,3,3,1,1004990,0,,,,,
X,"Your next AI credential just launched. 4 AI Certifications + 6 Applied Skills are now generally available and open to all!
All new certifications are now live and open for registration. Plus, most new Applied Skills are now faster with shorter lab‑based assessments.
Whether you’re in a technical or business role, there’s a credential to grow your AI career. Learn more: https://techcommunity.microsoft.com/blog/skills-hub-blog/microsoft-credentials-roundup-february-2026-edition/3666867?wt.mc_id=credentials_changes_blog_wwl_x",SENT,Microsoft Learn,TWITTER,Emma Casey,MSFT Learn | OBO (Universal),https://twitter.com/MicrosoftLearn/status/2027098612086317352,2026-02-26 14:09:03,2026-02-26 14:09:05,,02-26-2026 14:09,Thursday,14:00,, , ,Microsoft Certifications, ,MSFT Learn | Microsoft created,General,,Photo,https://twitter.com/MicrosoftLearn/status/2027098612086317352,Microsoft Learn,,35119,1520,563,35,86,1329,1520,10,19,6,480571,0,,,,,
LinkedIn,"AI isn’t just about the future, it’s reshaping how we work today. 
Join us to hear how Microsoft 365 Copilot helps you simplify tasks, reduce stress, and collaborate more effectively.",SENT,Microsoft Learn,LINKEDIN_COMPANY,SprinklrSystem ,[Auto Import] (Universal),https://www.linkedin.com/feed/update/urn:li:share:7392526247244754944,2025-11-07 06:40:03,2025-11-07 06:40:03,,11-07-2025 06:40,Friday,06:00,, , ,, ,,,,Text,https://www.linkedin.com/feed/update/urn:li:share:7392526247244754944,Microsoft Learn,,35553,514,71,1,10,0,514,1,0,0,991650,0,,,,,
LinkedIn,"You’re invited! Join Microsoft AI Power Days: Agent-a-thon and build your own AI agent at no cost, and with no coding experience required. 

AI agents are changing how teams work, and this virtual event helps you stay ahead. Sign up early so you can take the self‑paced training and start brainstorming before the live session on February 19: 

https://aka.ms/Agent-a-thon_registerblog_LN",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | OBO (Universal),https://www.linkedin.com/feed/update/urn:li:share:7429567353832656896,2026-02-17 11:48:00,2026-02-17 11:48:12,,02-17-2026 11:48,Tuesday,11:00,, , ,Other, ,MSFT Learn | Microsoft created,Developer,,Photo,https://www.linkedin.com/feed/update/urn:li:share:7429567353832656896,Microsoft Learn,Field Marketing Approver Group,36058,1681,363,13,67,1278,1681,7,5,1,1073067,0,,,,,
LinkedIn,"Are you the person on your team who builds automated ML pipelines, enforces governance and security, and deploys scalable endpoints?

If this sounds like you, this is your moment.

Introducing the new Machine Learning Operations (MLOps) Engineer Associate Certification (exam AI-300 in beta). For a limited time, the first 300 candidates to register and take the new AI‑300 (beta) exam on or before April 2, 2026, will receive an 80% discount*.

Use code: AI300Meridian at checkout. *Conditions apply; read the blog for more details. https://aka.ms/AI-300CertificationBetaBlog?wt.mc_id=credentials_changes_blog_wwl_LinkedIn",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | OBO (Universal),https://www.linkedin.com/feed/update/urn:li:share:7437195617082245120,2026-03-10 14:00:00,2026-03-10 14:00:11,,03-10-2026 14:00,Tuesday,14:00,, , ,Microsoft Certifications, ,MSFT Learn | Microsoft created,IT Pro,,Photo,https://www.linkedin.com/feed/update/urn:li:share:7437195617082245120,Microsoft Learn,Credentials Approver Group,36204,2156,407,9,49,1167,2156,1,5,3,1093874,0,,,,,
LinkedIn,"AI is redefining roles across every industry and certifications need to keep up. 

That’s why the next generation of Microsoft Certifications is here. 
Built for today’s cloud, AI, and security roles for everyone from developers and data pros to IT and business professionals, and designed for what’s coming next. 

✔ Aligned to real-world, AI-powered work 
✔ Built for what’s next, not what’s fading out 

Explore what’s new, what’s retiring, and how to get credentialed for the future of work: https://aka.ms/CloudandAICertificationsBlog?wt.mc_id=credentials_changes_blog_wwl_LinkedIn",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | OBO (Universal),https://www.linkedin.com/feed/update/urn:li:share:7436889703376818176,2026-03-09 17:44:24,2026-03-09 17:44:36,,03-09-2026 17:44,Monday,17:00,, , ,Microsoft Certifications, ,MSFT Learn | Microsoft created,IT Pro,,Photo,https://www.linkedin.com/feed/update/urn:li:share:7436889703376818176,Microsoft Learn,Credentials Approver Group,37362,2711,428,6,86,1706,2711,2,3,1,1092453,0,,,,,
LinkedIn,"2026 is already reshaping how we learn and the signals are getting clearer ⚠️

AI fluency is becoming baseline, technical skills are shifting, human capability is rising, and organizations are moving toward skill‑first strategies faster than ever.

Swipe through to see the capabilities shaping 2026.",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | AON (Universal),https://www.linkedin.com/feed/update/urn:li:ugcPost:7418306153576820736,2026-01-17 10:00:00,2026-01-17 10:00:12,,01-17-2026 10:00,Saturday,10:00,, , ,Microsoft Applied Skills, ,MSFT Learn | Agency (Dojo) created,General,,Document,https://www.linkedin.com/feed/update/urn:li:ugcPost:7418306153576820736,Microsoft Learn,,37437,18671,320,26,63,0,18671,9,14,3,1046418,0,,,,,
LinkedIn,"Fabric Data Days is here!
Starting today, embark on 50 days of nonstop opportunities to elevate your data skills and connect with the global Fabric community. Here's what you can look forward to:

• Certification trainings
• Dataviz contests
• Tips from Dataviz World Champs finalists
• Study groups
• Live sessions with experts and more!

Sign up now → https://aka.ms/fabricskillsfest",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,Social: Broadcast (21),https://www.linkedin.com/feed/update/urn:li:share:7391625305360326657,2025-11-04 19:00:00,2025-11-04 19:00:03,,11-04-2025 19:00,Tuesday,19:00,, , ,Microsoft Certifications, ,MSFT Learn | Agency (Dojo) created,Tech Pro,,Photo,https://www.linkedin.com/feed/update/urn:li:share:7391625305360326657,Microsoft Learn,Puja Aneja Approver Group,37721,1475,337,9,78,1725,1475,6,3,0,989712,0,,,,,
X,You were about to refresh your feed again. Learn something instead 🤝,SENT,Microsoft Learn,TWITTER,Emma Casey,MSFT Learn | AON (Universal),https://twitter.com/MicrosoftLearn/status/2019199292209054037,2026-02-04 19:00:00,2026-02-04 19:00:00,,02-04-2026 19:00,Wednesday,19:00,, , ,Not aligned to a product, ,MSFT Learn | Microsoft created,General,,Text,https://twitter.com/MicrosoftLearn/status/2019199292209054037,Microsoft Learn,,38674,2146,1990,50,94,0,725,4,12,3,478245,0,,,,,
LinkedIn,"Still writing custom queries every time someone asks for a report? There’s a better way. Microsoft Fabric IQ understands your organization’s data and builds a map of your assets, so business users can get answers without needing technical expertise. Less ad-hoc querying, more self-service insight. Learn the fundamentals in the new Microsoft Fabric IQ module → https://learn.microsoft.com/en-us/training/modules/understand-fabric-iq-fundamentals/",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | AON (Universal),https://www.linkedin.com/feed/update/urn:li:share:7432945113150095360,2026-02-26 19:30:00,2026-02-26 19:30:12,,02-26-2026 19:30,Thursday,19:00,, , ,Other, ,MSFT Learn | Microsoft created,Biz User,,Link,https://www.linkedin.com/feed/update/urn:li:share:7432945113150095360,Microsoft Learn,,37928,881,207,1,22,636,881,1,0,0,1083160,0,,,,,
LinkedIn,"We’ve officially made it past January!
If you’ve been exploring Copilot or other AI tools, you’ve probably had at least one “aha” moment: that instant when you realized, “Oh, this can really change how I work.”

We’d love to hear yours:
▪️What were you trying to do?
▪️What did the AI help you unlock?
▪️How did it change your workflow or mindset?

Stories like yours help inspire other learners who are just getting started with AI. 

Share your moment in the comments for a possible feature this month👇",SENT,Microsoft Learn,LINKEDIN_COMPANY,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.linkedin.com/feed/update/urn:li:share:7423742208521973760,2026-02-01 10:01:09,2026-02-01 10:01:09,,02-01-2026 10:01,Sunday,10:00,, , ,Copilot, ,MSFT Learn | Microsoft created,General,,Text,https://www.linkedin.com/feed/update/urn:li:share:7423742208521973760,Microsoft Learn,,38217,561,94,13,5,0,561,10,2,1,1058526,0,,,,,
LinkedIn,"Through free learning resources, industry-recognized credentials, and professional networks, we enable continuous workforce upskilling—so individuals and organizations can build in-demand skills, connect to jobs, and advance their careers. 

Explore AI Skills Navigator: https://aka.ms/ASN_WEFSocial",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | OBO (Universal),https://www.linkedin.com/feed/update/urn:li:share:7420223743148400641,2026-01-22 17:00:00,2026-01-22 17:00:01,,01-22-2026 17:00,Thursday,17:00,, , ,AI Skills Navigator (AISN), ,MSFT Learn | Microsoft created,Decision Maker/Executive,,Photo,https://www.linkedin.com/feed/update/urn:li:share:7420223743148400641,Microsoft Learn,Thought Leadership Approver Group,40213,1782,748,23,67,577,1714,17,3,2,1050874,0,,,,,
LinkedIn,These credentials are now live - which one are you earning first?,SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | OBO (Universal),https://www.linkedin.com/feed/update/urn:li:ugcPost:7430733036343947264,2026-02-20 17:00:00,2026-02-20 17:00:12,,02-20-2026 17:00,Friday,17:00,, , ,Microsoft Certifications, ,MSFT Learn | Microsoft created,Biz User,,Document,https://www.linkedin.com/feed/update/urn:li:ugcPost:7430733036343947264,Microsoft Learn,Credentials Approver Group,39547,12303,397,25,45,0,12303,5,20,0,1075989,0,,,,,
LinkedIn,"In this age of AI, human expertise matters more than ever. And we’re here to help you get there, one skill at a time. 

With AI Skills Navigator, we’re bringing AI‑led, human‑enhanced learning into a single, accessible skilling experience for everyone, regardless of organization size, role, or career stage. 

Discover curated training from Microsoft, LinkedIn Learning, and GitHub, plus credentials that verify real‑world skills, including our new business‑focused options. 

Read our blog to learn more, plus partnerships that expand skilling access worldwide → https://aka.ms/AISNBlog_LinkedIn
  ",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | Ignite (Universal),https://www.linkedin.com/feed/update/urn:li:ugcPost:7396579311027240961,2025-11-18 11:05:00,2025-11-18 11:05:30,,11-18-2025 11:05,Tuesday,11:00,, , ,AI Skills Navigator (AISN), ,MSFT Learn | Microsoft created,General,,Video,https://www.linkedin.com/feed/update/urn:li:ugcPost:7396579311027240961,Microsoft Learn,AON Approver Group,39551,2973,698,29,212,915,23273,16,12,1,1002862,0,,,,,
LinkedIn,"Build a frontier firm for the Agentic AI era. 

Microsoft AI Power Days is a three‑day immersive event where you’ll explore agentic AI models, secure cloud solutions, and practical strategies to keep your business on the frontier of technology.

Join us February 17–19. Register for free ➡️ https://aka.ms/AIPowerDays2026",SENT,Microsoft Learn,LINKEDIN_COMPANY,Marlon Zanatti,MSFT Learn | OBO (Universal),https://www.linkedin.com/feed/update/urn:li:share:7427154456980680704,2026-02-10 20:00:00,2026-02-10 20:00:12,,02-10-2026 20:00,Tuesday,20:00,, , ,Other, ,MSFT Learn | Microsoft created,General,,Photo,https://www.linkedin.com/feed/update/urn:li:share:7427154456980680704,Microsoft Learn,,39580,2608,511,8,92,1622,2608,5,3,0,1067895,0,,,,,
LinkedIn,"If the poll below sparks something for you, that’s a strong sign the Applied Skills Challenge: Create custom agents is right for you. The question comes from the skills you’ll build in Microsoft Copilot Studio, perfect for solution builders exploring conversational AI.
This is your moment to build new AI skills, earn credentials quickly, and enter for a chance to get 50% off your next certification exam*. Join and show off what you can do → https://learn.microsoft.com/en-us/credentials/microsoft-credentials-ai-challenge?wt.mc_id=credentials_AIChallenge_organicsocial_wwl_LinkedIn 
*Sweepstakes 18+. Ends 3/2. ",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | OBO (Universal),https://www.linkedin.com/feed/update/urn:li:ugcPost:7425609389203533825,2026-02-06 13:40:39,2026-02-06 13:40:40,,02-06-2026 13:40,Friday,13:00,, , ,AI Skills Challenge, ,MSFT Learn | Microsoft created,General,,Poll,https://www.linkedin.com/feed/update/urn:li:ugcPost:7425609389203533825,Microsoft Learn,Credentials Approver Group,39888,1208,55,7,0,104,1208,0,7,0,1063468,0,,,,,
